UnitID,Institution Name,Tuition and fees (F9900F3),Imputation/Status Flag For Tuition and fees (F9900F3),Federal appropriations  grants and contracts (F9900F3),Imputation/Status Flag For Federal appropriations  grants and contracts (F9900F3),State and local appropriations  grants and contracts (F9900F3),Imputation/Status Flag For State and local appropriations  grants and contracts (F9900F3),Private grants and contracts (F9900F3),Imputation/Status Flag For Private grants and contracts (F9900F3),Investment income and investment gains (losses) included in net income (F9900F3),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F9900F3),Sales and services of educational activities (F9900F3),Imputation/Status Flag For Sales and services of educational activities (F9900F3),Sales and services of auxiliary enterprises (F9900F3),Imputation/Status Flag For Sales and services of auxiliary enterprises (F9900F3),Other revenue (F9900F3),Imputation/Status Flag For Other revenue (F9900F3),Total revenues and investment return (F9900F3),Imputation/Status Flag For Total revenues and investment return (F9900F3)
436340,A SPIRITOUCH INSTITUTE INC,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
208062,A'ARTS COLLEGE OF BEAUTY,271739,R,0,R,0,R,0,R,106,R,112858,R,0,R,3022,R,387725,R
436526,A.B.I. School of Barbering & Cosmetology of Chelsea Inc.,226891,R,73887,R,20000,R,0,R,0,R,4100,R,850,R,0,R,325728,R
419378,A1 Business and Technical College,147096,R,0,R,49334,R,0,R,0,R,3553,R,0,R,1263335,R,1463318,R
161615,Aaron's Academy of Beauty,204225,R,0,R,0,R,0,R,0,R,100095,R,0,R,0,R,304320,R
176497,Abbott Academy of Cosmetology Arts and Sciences LLC,271649,I,0,I,0,I,0,I,19033,I,18390,I,0,I,-108756,I,200316,I
106281,ABC Beauty College Inc,35600,R,0,R,0,R,0,R,0,R,45220,R,0,R,121656,R,202476,R
421896,Academia Serrant Inc,374782,R,64956,R,2132,R,0,R,0,R,0,R,0,R,238977,R,680847,R
429003,Academia Vocational Del Turabo,470796,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,470796,R
172866,Academy College,2644259,R,217489,R,221897,R,0,R,0,R,0,R,0,R,136070,R,3219715,R
108232,Academy of Art University,50233365,R,2313512,R,1501424,R,0,R,345226,R,2412997,R,2788201,R,0,R,59594725,R
372462,Academy of Cosmetology,90229,R,0,R,0,R,0,R,0,R,88027,R,0,R,0,R,178256,R
409209,Academy of Cosmetology,159958,I,170771,I,30362,I,3000,I,0,I,500,I,0,I,-103000,I,261591,I
179991,Academy of Cosmetology Inc,4500,R,0,R,0,R,0,R,0,R,0,R,0,R,258667,R,263167,R
363457,Academy of Court Reporting-Clawson,1152797,R,0,R,0,R,10782,R,19024,R,0,R,196565,R,3582093,R,4961261,R
261339,ACADEMY OF HAIR DESIGN,56120,I,71417,I,0,I,0,I,0,I,90661,I,0,I,32765,I,250963,I
154633,Academy of Hair Design Inc,314884,I,0,I,0,I,0,I,0,I,55623,I,963,I,11307856,I,11679326,I
175476,Academy of Hair Design Seven,39328,R,0,R,0,R,0,R,0,R,16202,R,0,R,0,R,55530,R
175722,Academy of Hair Design-Grenada,85626,R,0,R,0,R,0,R,0,R,71774,R,0,R,0,R,157400,R
374316,Academy of Hair Design-Jackson,348141,R,0,R,0,R,0,R,0,R,41171,R,0,R,0,R,389312,R
181880,Academy of Hair Design-Las Vegas,634940,R,113700,R,1392,R,24034,R,75791,R,311784,R,0,R,162470,R,1324111,R
434274,Academy of Hair Design-Lufkin,5800,R,0,R,0,R,0,R,0,R,63415,R,0,R,112398,R,181613,R
382461,Academy of Hair Design-Pearl,150020,R,0,R,0,R,0,R,0,R,68130,R,0,R,0,R,218150,R
208080,Academy of Hair Design-Salem,207665,R,110485,R,0,R,0,R,0,R,99689,R,0,R,3053721,R,3471560,R
376446,Academy of Hair Technology,356416,R,0,R,0,R,0,R,0,R,15985,R,78758,R,0,R,451159,R
367264,Academy of Healing Arts,4094778,R,0,R,0,R,0,R,83892,R,0,R,0,R,0,R,4178670,R
437501,Academy of Massage Therapy,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
416430,ACADEMY OF MEDICAL AND BUSINESS CAREERS,673198,R,0,R,0,R,0,R,6282,R,0,R,0,R,0,R,679480,R
136048,Academy of Palm Beach,49135,R,49135,R,0,R,0,R,0,R,131643,R,0,R,356347,R,586260,R
108287,Academy of Professional Careers,2318177,R,0,R,0,R,0,R,0,R,34544,R,0,R,0,R,2352721,R
107293,Academy of Salon and Spa,108529,R,0,R,0,R,0,R,0,R,34786,R,0,R,0,R,143315,R
108393,Academy Pacific Travel College,784650,R,762703,R,21947,R,275708,R,0,R,784650,R,275708,R,116954,R,3022320,R
161624,Accutech Career Institute,2593074,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2593074,R
419022,ACT College,991283,R,0,R,0,R,0,R,20273,R,0,R,30908,R,2261819,R,3304283,R
419314,Adirondack Beauty School,127698,R,0,R,0,R,0,R,0,R,17903,R,0,R,959,R,146560,R
262369,Adrian's Beauty College of Turlock,196415,R,0,R,0,R,0,R,0,R,111538,R,0,R,5300,R,313253,R
437608,Advanced Barber College and Hair Design,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
413936,ADVANCED CAREER TRAINING-JACKSONVILLE CAMPUS,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
238166,Advanced Institute of Hair Design-Glendale,450999,R,0,R,0,R,0,R,0,R,368627,R,0,R,7192,R,826818,R
231411,Advanced Technology Institute,1563837,R,220156,R,51583,R,12200,R,189475,R,150,R,113198,R,99757,R,2250356,R
423397,Advantage Technical College,243008,R,0,R,12886,R,0,R,0,R,31268,R,0,R,0,R,287162,R
161651,Aesthetics Institute of Cosmetology,202654,R,0,R,0,R,0,R,0,R,17809,R,0,R,0,R,220463,R
134811,AI Miami International University of Art and Design,9714008,R,0,R,0,R,0,R,285850,R,692055,R,578159,R,0,R,11270072,R
419147,Ailano School of Cosmetology,54315,R,54315,R,0,R,0,R,0,R,13821,R,0,R,208837,R,331288,R
376710,Aims Academy,64557,I,0,I,0,I,0,I,0,I,0,I,0,I,900896,I,965453,I
371089,ALABAMA CAREER COLLEGE,413093,R,0,R,0,R,0,R,0,R,49497,R,0,R,9984,R,472574,R
371034,Alabama State College of Barber Styling,75000,R,0,R,0,R,0,R,0,R,16000,R,0,R,0,R,91000,R
437893,ALABAMA STATE COLLEGE OF BARBER STYLING,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
103501,Alaska Career College,1450193,R,0,R,0,R,0,R,15416,R,16227,R,0,R,0,R,1481836,R
187514,Albuquerque Barber College,117154,R,0,R,0,R,0,R,0,R,19498,R,0,R,0,R,136652,R
158079,Alexandria Academy of Beauty Culture,182702,R,0,R,0,R,0,R,0,R,55731,R,0,R,0,R,238433,R
368036,Alexandria School of Scientific Therapeutics,552645,R,0,R,16425,R,0,R,0,R,55250,R,42582,R,0,R,666902,R
