UnitID,Institution Name,Tuition and fees (F9900F3),Imputation/Status Flag For Tuition and fees (F9900F3),Federal appropriations  grants and contracts (F9900F3),Imputation/Status Flag For Federal appropriations  grants and contracts (F9900F3),State and local appropriations  grants and contracts (F9900F3),Imputation/Status Flag For State and local appropriations  grants and contracts (F9900F3),Private grants and contracts (F9900F3),Imputation/Status Flag For Private grants and contracts (F9900F3),Investment income and investment gains (losses) included in net income (F9900F3),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F9900F3),Sales and services of educational activities (F9900F3),Imputation/Status Flag For Sales and services of educational activities (F9900F3),Sales and services of auxiliary enterprises (F9900F3),Imputation/Status Flag For Sales and services of auxiliary enterprises (F9900F3),Other revenue (F9900F3),Imputation/Status Flag For Other revenue (F9900F3),Total revenues and investment return (F9900F3),Imputation/Status Flag For Total revenues and investment return (F9900F3)
137537,Stenotype Institute of Jacksonville Inc-Jacksonville,758378,R,0,R,0,R,0,R,0,R,0,R,61219,R,146731,R,966328,R
418904,Stephenville Beauty College,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
146807,Steven Papageorge Hair Academy,109915,I,187633,I,0,I,0,I,0,I,73268,I,0,I,790088,I,1160904,I
230621,Stevens-Henager College,5929274,R,0,R,0,R,0,R,33459,R,7996,R,0,R,0,R,5970729,R
230630,Stevens-Henager College,2554826,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2554826,R
438151,Stevens-Henager College,1850310,R,0,R,0,R,0,R,0,R,87,R,0,R,18591,R,1868988,R
178767,Stevens-The Institute of Business & Arts,813964,R,192622,R,0,R,10243,R,0,R,0,R,0,R,-16316,R,1000513,R
160597,Stevensons Academy of Hair Design,1182528,I,158087,I,305000,I,0,I,0,I,396263,I,0,I,-194013,I,1847865,I
414559,Stillwater Beauty Academy,60523,R,0,R,0,R,0,R,0,R,97364,R,0,R,58794,R,216681,R
130509,Stone Academy-West Haven,1149825,R,354238,R,150000,R,0,R,18,R,0,R,0,R,0,R,1654081,R
434496,Strand College of Hair Design,36098,I,0,I,0,I,0,I,0,I,129956,I,0,I,164825,I,330879,I
438498,Stratford University,6587785,R,0,R,0,R,0,R,0,R,112114,R,0,R,302810,R,7002709,R
131803,Strayer University-District of Columbia,68524746,R,0,R,0,R,0,R,2546581,R,865696,R,0,R,0,R,71937023,R
430564,Studio Jewelers,181108,R,4540,R,50982,R,0,R,0,R,0,R,0,R,0,R,236630,R
236744,Stylemaster College of Hair Design,170714,R,0,R,0,R,0,R,0,R,119444,R,2400,R,0,R,292558,R
428073,Styles and Profiles Beauty College,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
195924,Suburban Technical School,1041122,R,0,R,0,R,0,R,1348,R,1,R,0,R,0,R,1042471,R
157270,Sullivan College of Technology and Design,5838571,R,0,R,0,R,0,R,44245,R,0,R,432332,R,0,R,6315148,R
157793,Sullivan University,22853631,R,0,R,0,R,0,R,0,R,0,R,2035007,R,1844677,R,26733315,R
400080,Summit College,3335863,R,0,R,0,R,0,R,5193,R,0,R,171305,R,0,R,3512361,R
133261,SUMMIT INSTITUTE,1011620,R,0,R,0,R,0,R,6906,R,17262,R,0,R,339998,R,1375786,R
177603,Summit Salon Academy Kansas City,283939,R,0,R,0,R,0,R,0,R,159282,R,0,R,207618,R,650839,R
156967,Summit Salon Academy-Lexington,119772,R,65436,R,6496,R,5000,R,0,R,146887,R,0,R,29479,R,373070,R
209719,Summit Salon Academy-Portland,172374,I,0,I,0,I,0,I,0,I,158375,I,0,I,222715,I,553464,I
208512,Sumner College,604682,I,0,I,0,I,0,I,1082,I,487846,I,265955,I,56321,I,1415886,I
218867,Sumter Beauty College,47962,R,128132,R,0,R,0,R,0,R,74024,R,21632,R,0,R,271750,R
137625,Suncoast II the Tampa Bay School of Massage Therapy LLC,445006,R,0,R,0,R,0,R,425,R,500,R,0,R,136814,R,582745,R
362700,Sunstate Academy,314768,R,0,R,0,R,0,R,0,R,125112,R,0,R,0,R,439880,R
372718,Sunstate Academy,322310,R,0,R,0,R,0,R,0,R,45976,R,0,R,0,R,368286,R
372170,SUTECH SCHOOL OF VOCATIONAL TECHNICAL TRAINING,1364909,I,0,I,0,I,0,I,0,I,53557,I,25050,I,-67101,I,1376415,I
196389,Swedish Institute a College of Health Sciences,3542605,R,257223,R,0,R,0,R,0,R,233672,R,266789,R,11786,R,4312075,R
419299,SWINSONS SCHOOL OF COSMETIC ART,0,I,53129,I,0,I,11066,I,0,I,39913,I,0,I,1248,I,105356,I
233286,Sylvain Melloul International Hair Academy,116296,R,0,R,0,R,0,R,0,R,136390,R,0,R,5721,R,258407,R
149310,Taylor Business Institute,768440,R,0,R,184878,R,0,R,0,R,624785,R,0,R,0,R,1578103,R
196459,Taylor Business Institute,0,P,1945601,P,2333353,P,219491,P,0,P,0,P,0,P,-1107090,P,3391355,P
151564,Taylor Institute of Cosmetology II,89031,R,33705,R,0,R,0,R,0,R,59866,R,4939,R,0,R,187541,R
377227,TAYLORS INSTITUTE OF COSMETOLOGY,85354,R,0,R,0,R,1563,R,0,R,34479,R,0,R,0,R,121396,R
261719,Taylortown School of Beauty Inc,20349,I,0,I,0,I,0,I,37,I,18959,I,0,I,50872,I,90217,I
196477,Technical Career Institutes,31173504,R,0,R,0,R,0,R,0,R,0,R,0,R,384217,R,31557721,R
418384,Technical Institute of Cosmetology Arts and Sciences,183923,R,0,R,0,R,0,R,0,R,0,R,0,R,10297,R,194220,R
243559,TEDDY ULMO INSTITUTE,332657,R,0,R,0,R,0,R,0,R,5760,R,0,R,0,R,338417,R
417789,Tennessee Academy of Cosmetology-Shelby Drive,242509,R,0,R,0,R,0,R,0,R,80943,R,0,R,0,R,323452,R
416670,Tennessee Academy of Cosmetology-Stage Road,317883,R,0,R,0,R,0,R,89313,R,122119,R,0,R,0,R,529315,R
433086,TENNESSEE INSTITUTE OF HEALING ARTS,427986,R,0,R,0,R,0,R,0,R,33474,R,0,R,210042,R,671502,R
221829,Tennessee School of Beauty of Knoxville Inc,517930,R,0,R,0,R,0,R,0,R,188893,R,0,R,226511,R,933334,R
248970,TESST College of Technology-Alexandria,2780605,R,0,R,0,R,4578,R,0,R,0,R,0,R,10806,R,2795989,R
228820,TEXAS BARBER COLLEGE AND HAIRSTYLING SCHOOL 1,534621,R,0,R,0,R,0,R,67,R,144787,R,0,R,132581,R,812056,R
419466,Texas Career Institute-Kerrville,347331,I,0,I,0,I,0,I,0,I,102091,I,0,I,98659,I,548081,I
377315,Texas College of Cosmetology-Abilene,300199,R,0,R,0,R,0,R,0,R,204924,R,0,R,0,R,505123,R
419633,Texas College of Cosmetology-San Angelo,190758,R,0,R,0,R,0,R,0,R,83414,R,0,R,0,R,274172,R
430704,Texas Health and Science University,556904,P,7421,P,0,P,0,P,0,P,104044,P,0,P,-157390,P,510979,P
382054,Texas School of Business-Southwest,4628243,R,0,R,0,R,0,R,0,R,0,R,0,R,5138,R,4633381,R
229151,Texas Vocational Schools Inc,355565,R,0,R,0,R,0,R,0,R,15455,R,0,R,662949,R,1033969,R
368832,Thanh Le College School of Cosmetology,129113,R,0,R,0,R,0,R,6980,R,39244,R,0,R,0,R,175337,R
210711,The  Beauty Institute,150446,R,48075,R,0,R,10371,R,0,R,118304,R,0,R,41,R,327237,R
406307,THE ACADEMY,5251638,R,0,R,0,R,0,R,96146,R,104000,R,0,R,1027189,R,6478973,R
108348,The Academy of Radio and TV Broadcasting,512044,R,803920,R,0,R,0,R,0,R,0,R,0,R,305846,R,1621810,R
367653,THE ACADEMY OF RADIO BROADCASTING,82353,R,164704,R,0,R,0,R,0,R,0,R,0,R,0,R,247057,R
424345,THE ADVANCED CAREER COLLEGE,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
138813,The Art Institute of Atlanta,19886612,R,0,R,0,R,0,R,0,R,0,R,2928198,R,2362388,R,25177198,R
197832,The Art Institute of Charlotte,708485,R,0,R,0,R,0,R,0,R,78078,R,103801,R,0,R,890364,R
200624,The Art Institute of Cincinnati-AIC College of Design,58838,R,0,R,0,R,0,R,0,R,0,R,0,R,419378,R,478216,R
126702,The Art Institute of Colorado,22505647,R,1285763,R,0,R,0,R,0,R,0,R,2394937,R,0,R,26186347,R
132338,The Art Institute of Fort Lauderdale,30651049,R,0,R,0,R,0,R,0,R,0,R,2804373,R,0,R,33455422,R
222938,The Art Institute of Houston,18421543,R,1376206,R,0,R,0,R,0,R,0,R,1790187,R,0,R,21587936,R
182111,The Art Institute of Las Vegas,1598576,I,0,I,0,I,0,I,12878,I,0,I,157101,I,44969,I,1813524,I
365055,The Art Institute of New York City,11316196,R,1578406,R,0,R,0,R,0,R,142065,R,632496,R,8360,R,13677523,R
210942,The Art Institute of Philadelphia,26754896,R,2180391,R,1642315,R,0,R,0,R,0,R,4388990,R,0,R,34966592,R
428444,The Art Institute of Phoenix,10507536,R,830594,R,0,R,0,R,0,R,0,R,580608,R,369727,R,12288465,R
210960,The Art Institute of Pittsburgh,21088354,R,3276409,R,2077713,R,1103793,R,0,R,0,R,4235058,R,0,R,31781327,R
208239,The Art Institute of Portland,4778987,R,0,R,0,R,0,R,0,R,36024,R,163307,R,0,R,4978318,R
234492,The Art Institute of Seattle,28110518,R,1330608,R,0,R,0,R,0,R,0,R,4317104,R,0,R,33758230,R
173887,The Art Institutes International-Minnesota,8188890,R,441364,R,0,R,0,R,0,R,0,R,914484,R,0,R,9544738,R
210906,The Art Institutes of York-PA,4908771,R,0,R,0,R,0,R,57884,R,0,R,99587,R,20771,R,5087013,R
216223,The Beauty Institute,107247,R,57979,R,0,R,11004,R,0,R,78659,R,0,R,0,R,254889,R
244491,The Beauty Institute Schwarzkopf Professional-Coeur D'Alene,162007,R,0,R,0,R,0,R,7153,R,204437,R,0,R,130256,R,503853,R
210784,The Beauty Institute-Ambler,461404,R,0,R,0,R,0,R,0,R,30000,R,0,R,0,R,491404,R
384209,The Bryman School of Arizona,15411791,R,0,R,0,R,0,R,26764,R,0,R,0,R,11597,R,15450152,R
392257,The College of Health Care Professions-Northwest,246895,I,168441,I,0,I,0,I,0,I,3060,I,1216,I,585646,I,1005258,I
143075,The College of Office Technology,2464850,R,0,R,0,R,0,R,17358,R,3775,R,0,R,189884,R,2675867,R
197285,The College of Westchester,10274689,R,0,R,0,R,0,R,53641,R,0,R,0,R,14252,R,10342582,R
430485,The Creative Center,9320,R,75905,R,2471,R,14820,R,13758,R,79090,R,0,R,1037129,R,1232493,R
141015,The Creative Circus,1777900,R,50128,R,0,R,0,R,0,R,14463,R,0,R,0,R,1842491,R
140711,The Esani Institute,228300,R,0,R,0,R,0,R,0,R,79234,R,0,R,0,R,307534,R
220163,The Hair Academy LLC,46083,R,0,R,0,R,0,R,0,R,22191,R,100428,R,75698,R,244400,R
148177,The Illinois Institute of Art-Chicago,19028953,R,0,R,0,R,0,R,0,R,2080312,R,0,R,0,R,21109265,R
430999,The Institute for Health Education,394732,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,394732,R
191287,The International Culinary Center,735939,R,55690,R,198548,R,0,R,1316806,R,0,R,-169655,R,6968142,R,9105470,R
129640,The Leon Institute of Hair Design,54413,I,0,I,0,I,0,I,0,I,19849,I,0,I,-9068,I,65194,I
416184,THE MASSAGE INSTITUTE OF MEMPHIS,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
205391,The Modern College of Design,1553023,I,0,I,0,I,0,I,0,I,349602,I,0,I,-195749,I,1706876,I
167321,The New England Institute of Art,6771915,R,0,R,0,R,0,R,2651,R,0,R,624498,R,471128,R,7870192,R
193672,The New School Center for Media,123404,I,0,I,0,I,0,I,0,I,0,I,0,I,-2973,I,120431,I
206394,The North Coast College,973986,R,0,R,0,R,0,R,2010,R,0,R,0,R,396544,R,1372540,R
201991,The Ohio Academy Paul Mitchell Partner School,66574,R,0,R,0,R,0,R,0,R,34864,R,0,R,80435,R,181873,R
238810,The Professional Hair Design Academy,206396,R,0,R,0,R,0,R,1384,R,81535,R,0,R,0,R,289315,R
367778,THE RIGHT WAY ADULT LEARNING CENTER,3758704,I,0,I,0,I,0,I,0,I,91,I,0,I,8555465,I,12314260,I
219037,The Salon Professional Academy,259025,R,0,R,0,R,0,R,0,R,176946,R,0,R,91,R,436062,R
215530,The Salon Professional Academy-Altoona,155753,R,41956,R,0,R,0,R,1161,R,48189,R,4780,R,0,R,251839,R
154545,The Salon Professional Academy-Cedar Falls,157898,R,0,R,0,R,0,R,0,R,149390,R,0,R,13624,R,320912,R
126164,The Salon Professional Academy-Grand Junction,221048,R,0,R,15000,R,14000,R,0,R,103508,R,0,R,2999995,R,3353551,R
385132,The Salon Professional Academy-Melbourne,186909,R,0,R,0,R,0,R,0,R,88067,R,0,R,0,R,274976,R
247047,The Salon Professional Academy-Nampa,340431,I,217648,I,0,I,0,I,0,I,0,I,0,I,-62987,I,495092,I
250832,The Salon Professional Academy-Williston,161785,R,27318,R,25400,R,0,R,0,R,95989,R,0,R,-48177,R,262315,R
391564,The Salter School-Tewksbury Campus,71350,I,80920,I,8708,I,12300,I,0,I,7791,I,0,I,79348,I,260417,I
204769,The Spa School,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
186885,The Stuart School,115002,R,407069,R,368291,R,0,R,0,R,1,R,0,R,104480,R,994843,R
431044,The Youngstown College of Massotherapy,284412,R,0,R,0,R,0,R,0,R,38880,R,0,R,0,R,323292,R
430838,THELMAS BEAUTY ACADEMY,2312,R,50588,R,0,R,0,R,0,R,28693,R,0,R,0,R,81593,R
126049,Thomas Jefferson School of Law,9900145,R,233069,R,0,R,0,R,214282,R,0,R,17856,R,0,R,10365352,R
372000,Thuy Princess Beauty College,118477,R,0,R,0,R,0,R,0,R,0,R,0,R,201926,R,320403,R
206039,Tiffin Academy of Hair Design,140602,R,0,R,0,R,0,R,11469,R,97485,R,0,R,96535,R,346091,R
227058,Tint School of Makeup & Cosmetology,62920,I,0,I,0,I,0,I,18,I,0,I,0,I,287042,I,349980,I
418968,Tint School of Makeup and Cosmetology-Dallas,97029,I,32035,I,9625,I,6350,I,15222,I,8451,I,45876,I,-70953,I,143635,I
400354,TODAYS TRAINING CENTER,162450,I,0,I,133000,I,0,I,0,I,40000,I,0,I,7914510,I,8249960,I
375540,Toledo Academy of Beauty Culture-East,0,R,0,R,0,R,0,R,9136,R,0,R,0,R,1056746,R,1065882,R
369622,Toledo Academy of Beauty Culture-North,0,R,0,R,0,R,0,R,9136,R,0,R,0,R,1026746,R,1035882,R
375559,Toledo Academy of Beauty Culture-South,0,R,0,R,0,R,0,R,9136,R,0,R,0,R,1026746,R,1035882,R
413945,Toni & Guy Hairdressing Academy-Atlanta,35245,I,0,I,0,I,0,I,0,I,163149,I,5228,I,127561,I,331183,I
136783,Toni & Guy Hairdressing Academy-Jacksonville,49000,R,0,R,0,R,0,R,0,R,1000,R,0,R,0,R,50000,R
235352,Toni & Guy Hairdressing Academy-Shoreline,387354,I,62072,I,0,I,0,I,8045,I,132399,I,0,I,-139176,I,450694,I
434344,Toni & Guy Hairdressing Academy-Worcester,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
156019,TOPEKA TECHNICAL COLLEGE,2507447,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2507447,R
124399,Travel and Trade Career Institute,643734,R,0,R,0,R,80949,R,911,R,0,R,0,R,1034497,R,1760091,R
172486,TRAVEL EDUCATION INSTITUTE,246851,R,0,R,0,R,0,R,0,R,1813406,R,0,R,-246851,R,1813406,R
141945,Travel Institute of the Pacific,1599290,R,0,R,0,R,0,R,3432,R,0,R,0,R,0,R,1602722,R
124432,TRAVEL UNIVERSITY INTERNATIONAL,842480,I,0,I,0,I,0,I,0,I,0,I,0,I,-199132,I,643348,I
245281,Traxlers School of Hair,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
412854,Trend Beauty College,236035,I,0,I,0,I,0,I,0,I,0,I,0,I,3611085,I,3847120,I
157827,Trend Setters' Academy of Beauty Culture-Louisville,209083,R,0,R,0,R,0,R,0,R,240161,R,0,R,0,R,449244,R
404675,Tri State Semi Driver Training Inc,5389517,R,0,R,0,R,0,R,213113,R,0,R,0,R,2612,R,5605242,R
149499,Tri-County Beauty Academy,13112,I,40124,I,0,I,0,I,124,I,33607,I,0,I,-4831,I,82136,I
157845,TRI-STATE BEAUTY ACADEMY INC,49808,R,9350,R,5900,R,0,R,1788,R,241,R,7009,R,76301,R,150397,R
130581,Tri-State College of Acupuncture,0,P,0,P,0,P,0,P,0,P,0,P,0,P,1274873,P,1274873,P
402800,Tri-State Cosmetology Institute,81931,R,584229,R,122177,R,0,R,0,R,105064,R,0,R,17880,R,911281,R
206206,TRI-STATE TRAVEL SCHOOL,0,R,0,R,0,R,0,R,0,R,0,R,0,R,542959,R,542959,R
211325,Triangle Tech Carpentry Inc,585324,R,0,R,0,R,0,R,7081,R,49429,R,0,R,7,R,641841,R
216436,Triangle Tech Inc-Pittsburgh,8403502,R,0,R,0,R,0,R,198595,R,690009,R,0,R,62193,R,9354299,R
144573,Tricoci University of Beauty Culture,98907,R,307932,R,23059,R,9750,R,0,R,5239,R,0,R,0,R,444887,R
367088,Tricoci University of Beauty Culture LLC-Bloomington,100377,R,0,R,0,R,0,R,0,R,63625,R,49268,R,0,R,213270,R
150303,Tricoci University of Beauty Culture-Highland,383467,R,0,R,0,R,0,R,1369,R,247633,R,0,R,3731,R,636200,R
151607,Tricoci University of Beauty Culture-Lafayette,0,R,0,R,0,R,0,R,0,R,0,R,0,R,246535,R,246535,R
143181,Tricoci University of Beauty Culture-Urbana,98907,R,307932,R,23059,R,9750,R,0,R,5239,R,0,R,0,R,444887,R
124496,TRINITY COLLEGE,1702080,R,0,R,0,R,0,R,0,R,45769,R,0,R,0,R,1747849,R
438452,Trinity College,1055931,R,0,R,0,R,0,R,0,R,41215,R,0,R,0,R,1097146,R
196644,Triple Cities School of Beauty Culture,165181,R,0,R,0,R,0,R,1000,R,1000,R,0,R,6930,R,174111,R
196662,Troy School of Beauty Culture,17530,R,0,R,0,R,0,R,0,R,0,R,0,R,81475,R,99005,R
206224,Trumbull Business College,1222707,R,0,R,0,R,0,R,-86863,R,0,R,0,R,1236252,R,2372096,R
105987,Tucson College,9500,R,1071071,R,2927,R,505349,R,811,R,0,R,0,R,205795,R,1795453,R
118125,Tulare Beauty College,218902,R,0,R,0,R,0,R,0,R,36677,R,0,R,0,R,255579,R
207962,Tulsa Welding School-Tulsa,4433185,R,0,R,0,R,0,R,21819,R,0,R,0,R,43054,R,4498058,R
172495,Twin City Beauty College,102626,I,0,I,0,I,4665,I,0,I,77124,I,0,I,18117,I,202532,I
377193,UCAS University of Cosmetology Arts & Sciences,20646,I,28437,I,0,I,0,I,0,I,24015,I,0,I,64112,I,137210,I
229425,UCAS University of Cosmetology Arts & Sciences-McAllen,233158,R,1379739,R,0,R,0,R,0,R,233158,R,0,R,208146,R,2054201,R
246415,UCAS University of Cosmetology Arts & Sciences-San Antonio 410,144629,I,92235,I,0,I,0,I,6211,I,50761,I,0,I,-24484,I,269352,I
397942,UEI College-Fresno,1358633,R,0,R,0,R,0,R,0,R,4500,R,0,R,0,R,1363133,R
206251,ULTISSIMA BEAUTY INSTITUTE,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
404523,ULTRASOUND DIAGNOSTIC SCHOOL,875639,R,0,R,0,R,0,R,0,R,0,R,0,R,2958,R,878597,R
138594,United Education Institute,10928000,R,0,R,0,R,0,R,34000,R,0,R,0,R,0,R,10962000,R
384245,United Education Institute-Encino,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
124681,United Education Institute-Huntington Park Campus,33358000,R,0,R,0,R,0,R,284000,R,0,R,0,R,0,R,33642000,R
383127,UNITED EDUCATION INSTITUTE-HUNTINGTON PARK CAMPUS,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
384236,United Education Institute-Ontario,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
372198,UNITED EDUCATION INSTITUTE-SAN BERNARDINO CAMPUS,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
383118,UNITED EDUCATION INSTITUTE-SAN DIEGO CAMPUS,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
436784,Universal Career Community College Inc,151604,I,390196,I,39199,I,0,I,9983,I,0,I,0,I,0,I,590982,I
374495,Universal College of Beauty,361587,I,0,I,0,I,0,I,0,I,155444,I,0,I,68511,I,585542,I
124779,Universal College of Beauty Inc-Los Angeles 1,608027,I,0,I,0,I,0,I,9195,I,5529,I,0,I,5221,I,627972,I
372240,Universal College of Beauty Inc-Los Angeles 2,70971,I,284990,I,18000,I,0,I,0,I,57616,I,0,I,251664,I,683241,I
106041,Universal Technical Institute of Arizona Inc,23485000,R,0,R,0,R,0,R,267000,R,0,R,0,R,0,R,23752000,R
105215,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,10871000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,10871000,R
438504,Universal Technical Institute of California Inc,5564000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5564000,R
366191,Universal Technical Institute of Illinois Inc,15734000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,15734000,R
229416,Universal Technical Institute of Texas Inc.,16279000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,16279000,R
369400,Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando,7739000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,7739000,R
363934,University of Advancing Technology,12514952,R,0,R,0,R,0,R,55843,R,0,R,0,R,11163,R,12581958,R
434928,University of Northern Virginia,1893486,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1893486,R
432232,University of Phoenix-Central Florida Campus,26101163,R,839700,R,0,R,0,R,0,R,2008,R,0,R,738737,R,27681608,R
405988,University of Phoenix-Colorado Campus,24025016,R,999680,R,0,R,0,R,0,R,1641,R,0,R,1304144,R,26330481,R
421018,University of Phoenix-Detroit Campus,20029468,R,548951,R,0,R,0,R,0,R,0,R,0,R,622475,R,21200894,R
420042,University of Phoenix-Hawaii,8339861,R,363046,R,0,R,0,R,0,R,19833,R,0,R,182419,R,8905159,R
416962,University of Phoenix-Las Vegas Campus,11677759,R,407537,R,0,R,0,R,0,R,0,R,0,R,248023,R,12333319,R
421009,University of Phoenix-Louisiana Campus,7848068,R,423751,R,0,R,0,R,0,R,245,R,0,R,237473,R,8509537,R
434973,University of Phoenix-Maryland,2494451,R,35936,R,0,R,0,R,0,R,573,R,0,R,129695,R,2660655,R
405997,University of Phoenix-New Mexico,18285283,R,2604651,R,0,R,0,R,0,R,18949,R,0,R,480986,R,21389869,R
439297,University of Phoenix-Ohio,7977,R,0,R,0,R,0,R,0,R,0,R,0,R,6117,R,14094,R
434982,University of Phoenix-Oklahoma City Campus,7692950,R,364473,R,0,R,0,R,0,R,0,R,0,R,186972,R,8244395,R
372213,University of Phoenix-Online Campus,99053690,R,1274411,R,0,R,0,R,0,R,40074,R,0,R,2245786,R,102613961,R
432241,University of Phoenix-Oregon,8250806,R,246972,R,0,R,0,R,0,R,4457,R,0,R,208411,R,8710646,R
438610,University of Phoenix-Philadelphia Campus,1504107,R,28300,R,0,R,0,R,0,R,1797,R,0,R,70597,R,1604801,R
105516,University of Phoenix-Phoenix Campus,63365915,R,6198426,R,0,R,0,R,0,R,2972481,R,0,R,1754994,R,74291816,R
382063,University of Phoenix-Puerto Rico,5521801,R,208184,R,0,R,0,R,0,R,8747,R,0,R,838791,R,6577523,R
406015,University of Phoenix-Southern California Campus,158516417,R,6924228,R,0,R,0,R,0,R,3350995,R,0,R,2969140,R,171760780,R
439279,University of Phoenix-St Louis Campus,0,R,0,R,0,R,0,R,0,R,0,R,0,R,52,R,52,R
380465,University of Phoenix-Utah,15294649,R,731899,R,0,R,0,R,0,R,38190,R,0,R,389711,R,16454449,R
432223,University of Phoenix-Washington,8764023,R,233739,R,0,R,0,R,0,R,1003,R,0,R,184656,R,9183421,R
134121,University of Southernmost Florida,201156,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,201156,R
149550,University of Spa & Cosmetology Arts,248349,R,111718,R,0,R,0,R,1030,R,83303,R,0,R,0,R,444400,R
367954,University of St. Augustine for Health Sciences,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R
384412,University of the Potomac-Washington DC Campus,2073623,R,0,R,0,R,0,R,6318,R,11472,R,19571,R,0,R,2110984,R
197081,Utica School of Commerce,3237600,R,0,R,0,R,0,R,0,R,503,R,40036,R,0,R,3278139,R
428161,VALDOSTA ACADEMY OF BEAUTY CULTURE,142804,I,155575,I,0,I,0,I,3416,I,90685,I,0,I,-67104,I,325376,I
206358,Valley Beauty School,201990,R,0,R,0,R,0,R,0,R,0,R,0,R,191603,R,393593,R
377652,Valley College-Beckley,602106,R,185266,R,185487,R,0,R,0,R,49900,R,0,R,0,R,1022759,R
377661,Valley College-Martinsburg,413842,R,138980,R,89225,R,0,R,0,R,49774,R,0,R,0,R,691821,R
377670,Valley College-Princeton,450906,R,149675,R,90033,R,0,R,0,R,49019,R,0,R,0,R,739633,R
160445,Vanguard College of Cosmetology-Slidell,148185,R,0,R,0,R,0,R,0,R,62120,R,0,R,0,R,210305,R
438276,Vanguard Institute of Technology,886792,R,0,R,0,R,0,R,0,R,5245,R,0,R,441196,R,1333233,R
245342,Vatterott College-Berkeley,21012168,R,0,R,0,R,0,R,40495,R,76402,R,0,R,5577056,R,26706121,R
418898,Velma B's Beauty Academy,170714,I,0,I,0,I,0,I,0,I,119444,I,2400,I,0,I,292558,I
108065,Velvatex College of Beauty Culture,89427,I,13028,I,0,I,0,I,0,I,0,I,0,I,-34057,I,68398,I
216579,Venus Beauty Academy,2601,I,0,I,6000,I,0,I,1522,I,0,I,0,I,385062,I,395185,I
213914,Vet Tech Institute,1492552,R,577210,R,162889,R,0,R,0,R,800,R,0,R,0,R,2233451,R
223472,Vet Tech Institute of Houston,2279975,R,0,R,0,R,0,R,0,R,0,R,186519,R,21656,R,2488150,R
238175,VICI Beauty School,340228,R,0,R,0,R,0,R,0,R,285187,R,0,R,5146,R,630561,R
229522,Victoria Beauty College Inc,442578,I,0,I,1000,I,18103,I,0,I,38723,I,0,I,0,I,500404,I
152628,Vincennes Beauty College,63423,I,80920,I,8708,I,12300,I,0,I,7791,I,0,I,87275,I,260417,I
208017,Virgil's Beauty College,8955,R,82210,R,0,R,0,R,0,R,95001,R,0,R,0,R,186166,R
234049,VIRGINIA CAREERS ACADEMY,11300539,I,0,I,0,I,0,I,0,I,48399,I,0,I,-8689626,I,2659312,I
420307,Virginia College-Birmingham,3056240,R,0,R,0,R,0,R,40042,R,7115,R,0,R,5087123,R,8190520,R
420316,Virginia College-Huntsville,1043019,R,0,R,0,R,0,R,1098,R,100,R,0,R,2295237,R,3339454,R
389727,Virginia College-Pensacola,1135260,R,0,R,0,R,0,R,1323,R,0,R,2364,R,-3687,R,1135260,R
172556,Virginia Farrell Beauty School-St Clair Shores,1560413,R,99904,R,0,R,0,R,11550,R,0,R,0,R,-111454,R,1560413,R
382948,VIRGINIA SCHOOL OF TECHNOLOGY-SPRINGFIELD,1892550,R,0,R,0,R,0,R,0,R,203471,R,0,R,0,R,2096021,R
431956,Virginia Sewing Machines and School Center,206645,R,0,R,0,R,0,R,0,R,6659,R,0,R,145445,R,358749,R
230074,Vista College,1801956,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1801956,R
